Transaction,Purchase Date,Customer ID,Gender,Marital Status,Homeowner,Children,Annual Income,City,State or Province,Country,Product Family,Product Department,Product Category,Units Sold,Revenue
226,26/01/2012,5358,F,M,Y,1,150K +,Bremerton,WA,USA,Food,Frozen Foods,Vegetables,5,7.04
227,26/01/2012,6866,F,M,N,5,10K - 30K,Tacoma,WA,USA,Food,Frozen Foods,Frozen Desserts,3,7.76
228,26/01/2012,1387,F,M,Y,1,70K - 90K,Portland,OR,USA,Food,Baking Goods,Baking Goods,2,5.56
229,26/01/2012,7617,F,M,N,3,10K - 30K,Portland,OR,USA,Drink,Alcoholic Beverages,Beer and Wine,4,10.72
230,26/01/2012,1965,F,M,Y,3,30K - 50K,Tacoma,WA,USA,Food,Dairy,Dairy,5,17.16
231,27/01/2012,2878,F,M,Y,4,30K - 50K,Bremerton,WA,USA,Food,Canned Foods,Canned Soup,4,6.23
232,27/01/2012,5476,M,M,Y,4,50K - 70K,Salem,OR,USA,Food,Frozen Foods,Vegetables,5,19.52
233,27/01/2012,2664,F,S,Y,3,50K - 70K,Tacoma,WA,USA,Food,Baking Goods,Baking Goods,2,2.75
234,27/01/2012,10161,M,S,N,0,30K - 50K,Beverly Hills,CA,USA,Food,Deli,Meat,5,3.04
235,27/01/2012,10240,F,S,Y,3,130K - 150K,Bremerton,WA,USA,Food,Baking Goods,Baking Goods,3,8.66
236,27/01/2012,9175,F,S,Y,2,90K - 110K,San Diego,CA,USA,Food,Frozen Foods,Pizza,4,23.13
237,27/01/2012,3667,F,S,Y,2,50K - 70K,Seattle,WA,USA,Food,Snack Foods,Snack Foods,6,7.84
238,27/01/2012,1748,F,S,N,1,10K - 30K,Los Angeles,CA,USA,Food,Baked Goods,Bread,4,9.87
239,27/01/2012,3153,F,M,Y,0,70K - 90K,Salem,OR,USA,Food,Starchy Foods,Starchy Foods,5,20.88
240,27/01/2012,3388,F,M,N,4,30K - 50K,Salem,OR,USA,Food,Deli,Meat,6,4.1
241,27/01/2012,10026,F,S,N,3,10K - 30K,Salem,OR,USA,Drink,Beverages,Pure Juice Beverages,4,19.44
242,27/01/2012,997,F,S,Y,4,130K - 150K,Bremerton,WA,USA,Food,Frozen Foods,Meat,3,15.57
243,27/01/2012,5499,M,M,Y,4,70K - 90K,Portland,OR,USA,Food,Produce,Vegetables,4,19.07
244,27/01/2012,7368,F,S,N,1,50K - 70K,Portland,OR,USA,Non-Consumable,Household,Cleaning Supplies,6,12.69
245,27/01/2012,8427,M,M,Y,3,10K - 30K,Spokane,WA,USA,Non-Consumable,Health and Hygiene,Decongestants,5,7.31
246,27/01/2012,8901,M,M,N,1,90K - 110K,Salem,OR,USA,Food,Produce,Vegetables,4,13.99
247,27/01/2012,3673,M,M,Y,1,30K - 50K,Walla Walla,WA,USA,Food,Frozen Foods,Frozen Desserts,4,16.8
248,27/01/2012,5143,M,S,N,1,10K - 30K,Tacoma,WA,USA,Food,Baking Goods,Jams and Jellies,5,9.52
249,28/01/2012,10233,M,M,Y,2,50K - 70K,San Diego,CA,USA,Food,Frozen Foods,Breakfast Foods,3,30.19
250,28/01/2012,1758,F,S,Y,4,30K - 50K,Bremerton,WA,USA,Drink,Beverages,Hot Beverages,4,2.46
251,28/01/2012,2448,F,S,Y,1,10K - 30K,Spokane,WA,USA,Food,Deli,Side Dishes,3,6.65
252,28/01/2012,2890,F,M,Y,4,30K - 50K,Los Angeles,CA,USA,Drink,Alcoholic Beverages,Beer and Wine,6,18.22
253,28/01/2012,7352,F,S,Y,4,50K - 70K,Los Angeles,CA,USA,Drink,Alcoholic Beverages,Beer and Wine,4,4.56
254,28/01/2012,3092,M,S,N,0,50K - 70K,Seattle,WA,USA,Non-Consumable,Periodicals,Magazines,4,37.65
255,28/01/2012,4445,F,S,Y,2,50K - 70K,Tacoma,WA,USA,Food,Produce,Vegetables,4,5.26
256,28/01/2012,3463,M,S,N,0,10K - 30K,Salem,OR,USA,Food,Canned Foods,Vegetables,5,5.04
257,28/01/2012,6501,F,S,N,5,30K - 50K,San Diego,CA,USA,Food,Baked Goods,Bread,3,3.56
258,28/01/2012,8758,M,M,Y,3,70K - 90K,Los Angeles,CA,USA,Drink,Beverages,Pure Juice Beverages,6,15.65
259,29/01/2012,3153,F,M,Y,0,70K - 90K,Salem,OR,USA,Food,Canned Foods,Canned Oysters,2,9.72
260,29/01/2012,4179,M,M,Y,0,50K - 70K,San Diego,CA,USA,Food,Frozen Foods,Breakfast Foods,2,6.48
261,29/01/2012,6655,F,S,Y,4,130K - 150K,Portland,OR,USA,Food,Snack Foods,Snack Foods,3,9.21
262,29/01/2012,1423,F,S,N,0,50K - 70K,Salem,OR,USA,Drink,Alcoholic Beverages,Beer and Wine,5,6.28
263,29/01/2012,4021,M,M,N,3,30K - 50K,Spokane,WA,USA,Non-Consumable,Household,Kitchen Products,6,30.35
264,29/01/2012,4443,F,S,Y,0,130K - 150K,Portland,OR,USA,Food,Deli,Meat,2,8.37
265,29/01/2012,5079,F,M,N,3,10K - 30K,Beverly Hills,CA,USA,Food,Produce,Specialty,3,10.69
266,29/01/2012,5831,M,S,N,3,30K - 50K,Bremerton,WA,USA,Food,Produce,Fruit,6,10.76
267,29/01/2012,4287,F,S,N,4,30K - 50K,Seattle,WA,USA,Food,Baking Goods,Jams and Jellies,3,12.88
268,30/01/2012,3480,F,S,N,2,10K - 30K,Los Angeles,CA,USA,Food,Frozen Foods,Frozen Desserts,5,24.44
269,30/01/2012,7801,M,M,Y,3,70K - 90K,Los Angeles,CA,USA,Food,Baking Goods,Baking Goods,4,6.49
270,30/01/2012,4070,M,M,Y,2,10K - 30K,Yakima,WA,USA,Food,Canned Foods,Canned Soup,6,31.58
271,30/01/2012,8578,F,M,Y,3,130K - 150K,Yakima,WA,USA,Food,Baked Goods,Bread,2,4.09
272,30/01/2012,3599,M,M,Y,2,30K - 50K,Salem,OR,USA,Food,Starchy Foods,Starchy Foods,5,4.83
273,30/01/2012,8164,F,S,N,4,30K - 50K,Salem,OR,USA,Food,Dairy,Dairy,4,15.75
274,30/01/2012,5038,M,S,Y,2,10K - 30K,Tacoma,WA,USA,Food,Produce,Packaged Vegetables,5,9.96
275,30/01/2012,9469,F,S,Y,1,10K - 30K,Tacoma,WA,USA,Food,Snack Foods,Snack Foods,5,13.57
276,30/01/2012,8283,M,M,Y,1,130K - 150K,Tacoma,WA,USA,Food,Frozen Foods,Breakfast Foods,6,12.51
277,30/01/2012,6204,F,M,Y,5,110K - 130K,Salem,OR,USA,Non-Consumable,Household,Electrical,2,5.73
278,30/01/2012,378,M,S,Y,1,30K - 50K,Spokane,WA,USA,Food,Produce,Fruit,5,10.92
279,30/01/2012,6835,M,M,Y,2,70K - 90K,Spokane,WA,USA,Non-Consumable,Household,Kitchen Products,3,18.85
280,30/01/2012,7341,M,S,N,5,30K - 50K,San Diego,CA,USA,Food,Deli,Meat,3,15.34
281,30/01/2012,9694,M,S,Y,1,130K - 150K,Los Angeles,CA,USA,Drink,Alcoholic Beverages,Beer and Wine,3,10.43
282,30/01/2012,1070,F,S,N,2,30K - 50K,Bremerton,WA,USA,Food,Dairy,Dairy,3,7.25
283,31/01/2012,9331,M,S,Y,2,10K - 30K,Portland,OR,USA,Non-Consumable,Health and Hygiene,Decongestants,3,8.46
284,31/01/2012,9390,M,M,Y,1,70K - 90K,Los Angeles,CA,USA,Drink,Alcoholic Beverages,Beer and Wine,2,13.03
285,31/01/2012,7801,M,M,Y,3,70K - 90K,Los Angeles,CA,USA,Food,Produce,Vegetables,4,5.24
286,31/01/2012,1005,M,S,Y,2,10K - 30K,Bremerton,WA,USA,Food,Canned Foods,Canned Soup,4,7.83
287,31/01/2012,2011,M,M,N,3,70K - 90K,Yakima,WA,USA,Food,Produce,Vegetables,4,18.8
288,31/01/2012,4217,F,M,Y,5,130K - 150K,Bellingham,WA,USA,Food,Deli,Meat,4,15.4
289,31/01/2012,6843,M,M,Y,3,150K +,Seattle,WA,USA,Non-Consumable,Health and Hygiene,Bathroom Products,5,36.92
290,31/01/2012,2295,M,M,Y,4,70K - 90K,Tacoma,WA,USA,Food,Produce,Vegetables,5,24.68
291,31/01/2012,6635,F,M,Y,1,30K - 50K,San Diego,CA,USA,Food,Canned Foods,Canned Oysters,3,5.51
292,31/01/2012,7178,F,M,Y,1,70K - 90K,San Diego,CA,USA,Food,Canned Foods,Canned Soup,4,30.46
293,31/01/2012,3012,F,M,Y,4,70K - 90K,San Diego,CA,USA,Food,Canned Products,Fruit,4,8.38
294,01/02/2012,6083,M,M,Y,3,150K +,San Diego,CA,USA,Food,Snacks,Candy,4,28.9
295,01/02/2012,780,M,S,Y,5,110K - 130K,Salem,OR,USA,Food,Meat,Meat,5,11.92
296,01/02/2012,9461,M,S,N,4,10K - 30K,Tacoma,WA,USA,Food,Baking Goods,Baking Goods,5,6.96
297,01/02/2012,4337,M,S,Y,5,30K - 50K,Beverly Hills,CA,USA,Non-Consumable,Household,Cleaning Supplies,3,6.27
298,01/02/2012,5686,M,M,Y,3,70K - 90K,Bremerton,WA,USA,Food,Produce,Fruit,4,2.81
299,01/02/2012,745,F,M,Y,5,30K - 50K,Seattle,WA,USA,Drink,Alcoholic Beverages,Beer and Wine,3,1.6
300,01/02/2012,1379,F,M,Y,2,30K - 50K,Beverly Hills,CA,USA,Food,Produce,Vegetables,7,32.32
301,01/02/2012,4763,F,M,N,5,50K - 70K,San Diego,CA,USA,Drink,Beverages,Pure Juice Beverages,4,8.4
302,01/02/2012,6233,F,S,N,3,10K - 30K,Portland,OR,USA,Food,Produce,Vegetables,6,11.26
303,01/02/2012,6273,M,S,N,2,50K - 70K,San Diego,CA,USA,Food,Produce,Vegetables,5,22.75
304,01/02/2012,6273,M,S,N,2,50K - 70K,San Diego,CA,USA,Food,Dairy,Dairy,6,14.87
305,01/02/2012,6675,M,M,N,5,90K - 110K,Walla Walla,WA,USA,Food,Snacks,Candy,4,3.75
306,02/02/2012,4825,F,M,Y,3,110K - 130K,Beverly Hills,CA,USA,Food,Produce,Vegetables,5,13.68
307,02/02/2012,2376,M,S,Y,2,30K - 50K,Portland,OR,USA,Drink,Alcoholic Beverages,Beer and Wine,4,18.82
308,02/02/2012,5389,F,S,Y,1,30K - 50K,Los Angeles,CA,USA,Food,Canned Foods,Canned Soup,3,11
309,02/02/2012,9736,M,S,N,3,70K - 90K,Seattle,WA,USA,Food,Snack Foods,Snack Foods,5,26.77
310,02/02/2012,3503,F,M,Y,2,50K - 70K,Beverly Hills,CA,USA,Food,Snacks,Candy,6,14.16
311,02/02/2012,8171,F,S,Y,1,90K - 110K,San Diego,CA,USA,Drink,Beverages,Hot Beverages,5,12.24
312,02/02/2012,3020,F,M,N,1,30K - 50K,Salem,OR,USA,Food,Canned Foods,Canned Soup,4,21.79
313,02/02/2012,2396,F,S,N,1,50K - 70K,Beverly Hills,CA,USA,Food,Produce,Fruit,2,6.96
314,02/02/2012,1114,M,M,Y,4,30K - 50K,San Diego,CA,USA,Food,Frozen Foods,Frozen Entrees,5,8.5
315,02/02/2012,4081,F,S,Y,1,30K - 50K,San Diego,CA,USA,Food,Frozen Foods,Meat,3,11.99
316,02/02/2012,5162,M,M,Y,5,130K - 150K,Walla Walla,WA,USA,Non-Consumable,Health and Hygiene,Bathroom Products,2,12.31
317,02/02/2012,7060,M,M,N,3,50K - 70K,Los Angeles,CA,USA,Food,Produce,Vegetables,3,15.48
318,02/02/2012,8644,M,M,Y,2,30K - 50K,Salem,OR,USA,Food,Snack Foods,Snack Foods,3,8.64
319,02/02/2012,7413,F,S,Y,3,10K - 30K,Bremerton,WA,USA,Food,Starchy Foods,Starchy Foods,4,10.76
320,02/02/2012,9924,F,M,Y,0,30K - 50K,Seattle,WA,USA,Food,Produce,Vegetables,5,6.63
321,02/02/2012,7927,M,M,N,3,30K - 50K,Seattle,WA,USA,Food,Canned Foods,Vegetables,4,8.17
322,02/02/2012,6792,M,M,Y,4,30K - 50K,Salem,OR,USA,Drink,Alcoholic Beverages,Beer and Wine,5,14.25
323,02/02/2012,3755,M,S,N,3,30K - 50K,San Diego,CA,USA,Food,Baking Goods,Baking Goods,5,18.4
324,02/02/2012,5553,F,S,Y,3,30K - 50K,Beverly Hills,CA,USA,Non-Consumable,Checkout,Miscellaneous,5,13.19
325,02/02/2012,3497,M,S,N,2,50K - 70K,Tacoma,WA,USA,Food,Canned Foods,Vegetables,3,5.04
326,02/02/2012,8557,M,S,Y,1,10K - 30K,Los Angeles,CA,USA,Food,Deli,Side Dishes,5,12.49
327,02/02/2012,9753,F,S,Y,4,110K - 130K,Portland,OR,USA,Food,Produce,Vegetables,7,16.8
328,02/02/2012,5379,F,S,N,1,50K - 70K,Tacoma,WA,USA,Non-Consumable,Checkout,Miscellaneous,5,10.83
329,03/02/2012,3861,F,M,Y,4,30K - 50K,San Francisco,CA,USA,Non-Consumable,Health and Hygiene,Pain Relievers,1,5.8
330,03/02/2012,190,F,M,Y,1,110K - 130K,Salem,OR,USA,Food,Deli,Meat,5,10.73
331,03/02/2012,7775,M,S,N,4,30K - 50K,Los Angeles,CA,USA,Food,Canned Foods,Canned Anchovies,4,14.25
332,03/02/2012,566,M,S,N,5,10K - 30K,Walla Walla,WA,USA,Non-Consumable,Health and Hygiene,Hygiene,3,3.2
333,03/02/2012,5984,M,S,Y,1,130K - 150K,Tacoma,WA,USA,Food,Starchy Foods,Starchy Foods,5,3.56
334,03/02/2012,6359,F,S,N,2,70K - 90K,Los Angeles,CA,USA,Food,Meat,Meat,6,13.57
335,03/02/2012,9785,M,S,Y,3,90K - 110K,Seattle,WA,USA,Food,Produce,Vegetables,4,11.19
336,03/02/2012,1561,F,M,N,4,10K - 30K,San Diego,CA,USA,Non-Consumable,Health and Hygiene,Bathroom Products,5,11.72
337,03/02/2012,5647,M,S,N,3,30K - 50K,Seattle,WA,USA,Food,Produce,Fruit,3,15.51
338,03/02/2012,8427,M,M,Y,3,10K - 30K,Spokane,WA,USA,Food,Baked Goods,Bread,4,21.98
339,03/02/2012,9855,F,S,N,4,30K - 50K,Beverly Hills,CA,USA,Food,Frozen Foods,Pizza,5,9.75
340,03/02/2012,7056,F,M,Y,1,10K - 30K,Bremerton,WA,USA,Food,Deli,Meat,3,13.98
341,03/02/2012,3239,F,S,N,4,50K - 70K,Tacoma,WA,USA,Food,Snack Foods,Snack Foods,5,23.76
342,03/02/2012,3310,F,S,N,1,10K - 30K,Tacoma,WA,USA,Non-Consumable,Health and Hygiene,Bathroom Products,4,3.26
343,04/02/2012,6510,F,M,Y,0,50K - 70K,Salem,OR,USA,Non-Consumable,Household,Kitchen Products,4,20.64
344,04/02/2012,7619,F,S,N,5,50K - 70K,Beverly Hills,CA,USA,Food,Produce,Fruit,4,4.48
345,04/02/2012,4995,M,S,N,2,50K - 70K,Salem,OR,USA,Drink,Alcoholic Beverages,Beer and Wine,4,12.1
346,04/02/2012,3533,F,M,Y,1,30K - 50K,Bremerton,WA,USA,Food,Snack Foods,Snack Foods,4,13.56
347,04/02/2012,4678,M,S,N,0,50K - 70K,Salem,OR,USA,Food,Produce,Fruit,5,6.26
348,04/02/2012,8269,F,S,N,4,30K - 50K,Salem,OR,USA,Food,Baking Goods,Baking Goods,5,10.08
349,04/02/2012,4461,M,M,N,1,30K - 50K,Portland,OR,USA,Food,Baking Goods,Baking Goods,3,2.94
350,04/02/2012,5456,F,S,Y,2,130K - 150K,San Francisco,CA,USA,Food,Canned Products,Fruit,3,1.06
351,04/02/2012,2924,M,S,N,5,30K - 50K,Bremerton,WA,USA,Food,Canned Products,Fruit,6,17.12
352,04/02/2012,4649,M,S,Y,3,10K - 30K,Tacoma,WA,USA,Food,Snack Foods,Snack Foods,4,20.35
353,04/02/2012,5341,F,M,Y,2,10K - 30K,Tacoma,WA,USA,Food,Baked Goods,Bread,3,11.7
354,05/02/2012,1023,M,M,Y,1,50K - 70K,Los Angeles,CA,USA,Non-Consumable,Health and Hygiene,Hygiene,4,19.95
355,05/02/2012,6854,M,S,Y,3,90K - 110K,Tacoma,WA,USA,Food,Produce,Vegetables,2,11.24
356,05/02/2012,8551,F,M,N,4,10K - 30K,Tacoma,WA,USA,Food,Starchy Foods,Starchy Foods,6,6.3
357,05/02/2012,9788,F,M,N,0,110K - 130K,Salem,OR,USA,Food,Baking Goods,Jams and Jellies,3,7.1
358,05/02/2012,7556,F,S,N,5,30K - 50K,Tacoma,WA,USA,Food,Produce,Vegetables,6,38.07
359,05/02/2012,10039,M,M,Y,4,50K - 70K,San Diego,CA,USA,Food,Snack Foods,Snack Foods,5,15.3
360,05/02/2012,3567,M,M,Y,1,70K - 90K,Spokane,WA,USA,Food,Seafood,Seafood,3,13.5
361,05/02/2012,4066,F,M,Y,3,130K - 150K,Bremerton,WA,USA,Food,Frozen Foods,Frozen Desserts,3,5.18
362,05/02/2012,4268,M,M,Y,0,110K - 130K,Portland,OR,USA,Non-Consumable,Health and Hygiene,Bathroom Products,5,10.58
363,05/02/2012,2921,F,S,Y,4,30K - 50K,Spokane,WA,USA,Drink,Beverages,Hot Beverages,3,11.66
364,05/02/2012,2523,M,S,Y,3,90K - 110K,Beverly Hills,CA,USA,Food,Snack Foods,Snack Foods,4,6.48
365,05/02/2012,7281,F,M,Y,2,70K - 90K,Tacoma,WA,USA,Food,Frozen Foods,Breakfast Foods,4,2.31
366,05/02/2012,2441,M,M,Y,5,30K - 50K,Tacoma,WA,USA,Non-Consumable,Household,Paper Products,6,17.09
367,06/02/2012,2890,F,M,Y,4,30K - 50K,Los Angeles,CA,USA,Food,Produce,Fruit,5,24.86
368,06/02/2012,4431,F,S,Y,4,130K - 150K,Salem,OR,USA,Food,Deli,Meat,6,11.23
369,06/02/2012,4105,F,M,N,2,30K - 50K,Bremerton,WA,USA,Non-Consumable,Household,Kitchen Products,3,11.61
370,06/02/2012,4727,F,M,Y,4,150K +,Spokane,WA,USA,Food,Snacks,Candy,5,9.63
371,06/02/2012,6960,F,M,Y,3,150K +,Tacoma,WA,USA,Food,Dairy,Dairy,4,32.02
372,06/02/2012,9208,F,S,N,5,10K - 30K,Seattle,WA,USA,Food,Canned Foods,Canned Soup,5,9.75
373,06/02/2012,2918,F,S,N,3,10K - 30K,Tacoma,WA,USA,Non-Consumable,Household,Kitchen Products,5,14.84
374,06/02/2012,6616,M,S,N,4,50K - 70K,Portland,OR,USA,Food,Baked Goods,Bread,6,12.12
375,06/02/2012,4417,M,M,Y,2,70K - 90K,Bremerton,WA,USA,Food,Snack Foods,Snack Foods,5,9.86
376,06/02/2012,5944,M,S,N,2,30K - 50K,Bremerton,WA,USA,Food,Starchy Foods,Starchy Foods,4,5.56
377,06/02/2012,1329,F,S,N,3,10K - 30K,Seattle,WA,USA,Food,Produce,Fruit,3,8.35
378,07/02/2012,1304,M,S,N,3,50K - 70K,Salem,OR,USA,Food,Dairy,Dairy,4,7.7
379,07/02/2012,9554,M,M,Y,3,70K - 90K,Salem,OR,USA,Food,Eggs,Eggs,5,3.15
380,07/02/2012,625,M,S,Y,1,70K - 90K,Salem,OR,USA,Non-Consumable,Household,Electrical,3,9.74
381,07/02/2012,6675,M,M,N,5,90K - 110K,Walla Walla,WA,USA,Food,Baking Goods,Jams and Jellies,4,4.67
382,07/02/2012,4337,M,S,Y,5,30K - 50K,Beverly Hills,CA,USA,Food,Produce,Vegetables,4,13.91
383,07/02/2012,2613,F,M,Y,2,30K - 50K,Portland,OR,USA,Food,Produce,Fruit,2,15.39
384,07/02/2012,7151,M,S,Y,4,70K - 90K,San Diego,CA,USA,Drink,Beverages,Hot Beverages,4,17.18
385,07/02/2012,2525,M,S,N,0,70K - 90K,Salem,OR,USA,Food,Produce,Vegetables,4,15.31
386,07/02/2012,5533,F,S,N,1,10K - 30K,Salem,OR,USA,Food,Deli,Side Dishes,4,15.39
387,07/02/2012,880,M,S,N,1,50K - 70K,Portland,OR,USA,Food,Produce,Vegetables,3,15.46
388,07/02/2012,7324,F,S,N,3,70K - 90K,Beverly Hills,CA,USA,Non-Consumable,Health and Hygiene,Hygiene,4,12.64
389,07/02/2012,3415,M,S,Y,5,30K - 50K,Seattle,WA,USA,Non-Consumable,Health and Hygiene,Bathroom Products,2,5.24
390,07/02/2012,8215,M,M,N,4,10K - 30K,Portland,OR,USA,Food,Produce,Vegetables,5,8.57
391,08/02/2012,373,F,S,N,2,10K - 30K,Salem,OR,USA,Non-Consumable,Household,Cleaning Supplies,3,5.22
392,08/02/2012,9236,M,S,N,0,70K - 90K,Salem,OR,USA,Food,Baked Goods,Bread,5,8.68
393,08/02/2012,1931,M,M,N,1,110K - 130K,Seattle,WA,USA,Food,Canned Products,Fruit,3,10.61
394,08/02/2012,8634,F,M,Y,3,50K - 70K,Los Angeles,CA,USA,Food,Produce,Specialty,2,11.47
395,08/02/2012,9057,M,M,Y,2,130K - 150K,San Diego,CA,USA,Non-Consumable,Checkout,Miscellaneous,3,10.44
396,08/02/2012,1196,M,S,Y,1,50K - 70K,Salem,OR,USA,Food,Frozen Foods,Breakfast Foods,4,10.75
397,08/02/2012,4828,M,M,Y,4,70K - 90K,Los Angeles,CA,USA,Food,Baking Goods,Baking Goods,3,4.88
398,08/02/2012,6675,M,M,N,5,90K - 110K,Walla Walla,WA,USA,Non-Consumable,Health and Hygiene,Bathroom Products,3,11.28
399,08/02/2012,1005,M,S,Y,2,10K - 30K,Bremerton,WA,USA,Food,Snack Foods,Snack Foods,2,5.88
400,08/02/2012,8858,M,M,N,3,50K - 70K,Beverly Hills,CA,USA,Food,Produce,Fruit,6,4.88
401,08/02/2012,5925,M,M,Y,3,30K - 50K,Seattle,WA,USA,Food,Produce,Specialty,5,5.31
402,08/02/2012,6001,F,M,N,2,90K - 110K,Tacoma,WA,USA,Food,Frozen Foods,Vegetables,3,3.98
403,09/02/2012,4247,F,M,Y,3,70K - 90K,Portland,OR,USA,Food,Produce,Fruit,3,16.38
404,09/02/2012,7493,F,M,Y,3,110K - 130K,San Diego,CA,USA,Food,Canned Foods,Vegetables,4,15.02
405,09/02/2012,4315,M,S,N,2,30K - 50K,Tacoma,WA,USA,Food,Dairy,Dairy,5,19.14
406,09/02/2012,9309,M,M,Y,4,10K - 30K,Tacoma,WA,USA,Drink,Beverages,Carbonated Beverages,4,5.5
407,09/02/2012,1196,M,S,Y,1,50K - 70K,Salem,OR,USA,Food,Canned Foods,Canned Soup,2,16.14
408,09/02/2012,2398,F,S,N,4,50K - 70K,Salem,OR,USA,Non-Consumable,Household,Kitchen Products,5,14.48
409,09/02/2012,6559,M,S,N,3,70K - 90K,Bremerton,WA,USA,Food,Snack Foods,Snack Foods,3,10.56
410,09/02/2012,10186,M,S,Y,2,30K - 50K,Salem,OR,USA,Food,Baking Goods,Jams and Jellies,4,7.94
411,09/02/2012,9752,F,M,Y,1,50K - 70K,Tacoma,WA,USA,Food,Snack Foods,Snack Foods,4,11.43
412,10/02/2012,148,M,S,N,2,70K - 90K,Seattle,WA,USA,Food,Frozen Foods,Pizza,3,3.08
413,10/02/2012,8574,F,M,Y,0,50K - 70K,Seattle,WA,USA,Food,Canned Foods,Vegetables,3,4.54
414,10/02/2012,4401,M,S,Y,1,130K - 150K,Portland,OR,USA,Food,Snack Foods,Snack Foods,3,6.77
415,10/02/2012,4779,M,S,Y,4,130K - 150K,Salem,OR,USA,Non-Consumable,Household,Paper Products,5,14.95
416,10/02/2012,9752,F,M,Y,1,50K - 70K,Tacoma,WA,USA,Food,Produce,Specialty,3,13.06
417,10/02/2012,8116,F,S,N,2,110K - 130K,Salem,OR,USA,Food,Frozen Foods,Vegetables,4,7.96
418,10/02/2012,8901,M,M,N,1,90K - 110K,Salem,OR,USA,Non-Consumable,Health and Hygiene,Hygiene,6,12.16
419,10/02/2012,8730,F,M,Y,1,10K - 30K,Los Angeles,CA,USA,Food,Snack Foods,Snack Foods,3,8.78
420,11/02/2012,7324,F,S,N,3,70K - 90K,Los Angeles,CA,USA,Drink,Beverages,Pure Juice Beverages,3,26.64
421,11/02/2012,9021,M,S,Y,3,10K - 30K,Los Angeles,CA,USA,Food,Baked Goods,Bread,3,18.53
422,11/02/2012,4892,M,S,N,5,30K - 50K,Tacoma,WA,USA,Food,Baking Goods,Baking Goods,4,16.56
423,11/02/2012,7743,F,S,N,0,30K - 50K,Bremerton,WA,USA,Food,Frozen Foods,Vegetables,3,23.9
424,11/02/2012,7781,M,S,N,2,50K - 70K,Seattle,WA,USA,Food,Snacks,Candy,4,6.38
425,11/02/2012,8435,F,M,N,3,70K - 90K,Tacoma,WA,USA,Drink,Beverages,Hot Beverages,5,15.62
426,11/02/2012,1808,M,S,N,4,10K - 30K,San Diego,CA,USA,Non-Consumable,Health and Hygiene,Hygiene,4,13.62
427,11/02/2012,8984,F,M,Y,2,70K - 90K,Beverly Hills,CA,USA,Food,Starchy Foods,Starchy Foods,6,15.84
428,11/02/2012,9014,F,S,N,1,50K - 70K,Salem,OR,USA,Food,Deli,Meat,5,21.56
429,11/02/2012,7171,M,S,N,3,30K - 50K,Yakima,WA,USA,Non-Consumable,Household,Plastic Products,4,13.11
430,11/02/2012,287,F,M,Y,0,50K - 70K,Beverly Hills,CA,USA,Food,Snack Foods,Snack Foods,4,5.04
431,11/02/2012,7413,F,S,Y,3,10K - 30K,Bremerton,WA,USA,Food,Canned Foods,Canned Soup,3,2.11
432,11/02/2012,8454,F,S,Y,3,70K - 90K,Tacoma,WA,USA,Non-Consumable,Household,Cleaning Supplies,3,3.84
433,12/02/2012,780,M,S,Y,5,110K - 130K,Salem,OR,USA,Non-Consumable,Health and Hygiene,Bathroom Products,4,10.13
434,12/02/2012,7781,M,S,N,2,50K - 70K,Seattle,WA,USA,Food,Snack Foods,Snack Foods,6,12.79
435,12/02/2012,1897,F,S,Y,4,130K - 150K,Salem,OR,USA,Food,Snack Foods,Snack Foods,4,12.72
436,12/02/2012,7525,M,M,N,2,30K - 50K,Bellingham,WA,USA,Food,Produce,Vegetables,3,2.93
437,12/02/2012,1205,F,M,N,1,10K - 30K,Seattle,WA,USA,Food,Breakfast Foods,Breakfast Foods,5,11.09
438,12/02/2012,260,M,M,N,5,50K - 70K,Portland,OR,USA,Food,Baking Goods,Jams and Jellies,6,31.36
439,12/02/2012,1159,F,S,N,2,30K - 50K,Portland,OR,USA,Food,Produce,Vegetables,4,29.34
440,12/02/2012,924,M,M,Y,5,30K - 50K,Bremerton,WA,USA,Non-Consumable,Household,Candles,7,3.36
441,12/02/2012,7276,M,S,N,0,50K - 70K,Yakima,WA,USA,Food,Dairy,Dairy,4,9.65
442,12/02/2012,3552,F,S,Y,4,10K - 30K,Tacoma,WA,USA,Food,Frozen Foods,Breakfast Foods,7,4.35
443,12/02/2012,6001,F,M,N,2,90K - 110K,Tacoma,WA,USA,Non-Consumable,Periodicals,Magazines,5,4.5
444,13/02/2012,7319,M,M,Y,4,110K - 130K,Salem,OR,USA,Non-Consumable,Health and Hygiene,Hygiene,4,12.84
445,13/02/2012,3930,M,M,N,1,30K - 50K,Seattle,WA,USA,Food,Snack Foods,Snack Foods,3,3.99
446,13/02/2012,3976,M,M,Y,2,30K - 50K,Tacoma,WA,USA,Food,Deli,Meat,5,12.8
447,13/02/2012,1467,F,S,Y,3,30K - 50K,Seattle,WA,USA,Food,Snack Foods,Snack Foods,5,14.16
448,13/02/2012,1999,M,M,Y,2,30K - 50K,Portland,OR,USA,Food,Baking Goods,Jams and Jellies,3,7.62
449,13/02/2012,7433,M,S,Y,0,70K - 90K,Portland,OR,USA,Food,Starchy Foods,Starchy Foods,3,9.11
450,13/02/2012,1633,M,S,N,4,10K - 30K,Bremerton,WA,USA,Food,Baking Goods,Jams and Jellies,3,10.84
